Cycle Number,State of Health (SoH),State of Charge (SoC),Temperature (°C),Voltage (V),Current (A),Charge Time (hrs),Discharge Time (hrs)
45,0.9874718683587507,1.1620539908100636,21.81117219486397,339.24935564066845,121.99082520756852,1.4000308221789557,1.8749877361279097
46,0.9871068594450091,69.49818861265426,41.503059929730114,377.98509888933495,55.94282380225357,1.2207604208867435,1.3147905352545246
47,0.9868821750145733,24.204501586252746,44.66656483167866,314.2495542901513,124.8332230177034,1.4272336014771787,3.107394911632312
48,0.9865741478061022,55.96486834869141,20.24427118547959,332.64613082439917,127.65674650770671,0.63179974871725,2.051880793627542
49,0.9862554636943649,3.3203108791366565,21.964462428875517,339.69232762015963,69.90736310645906,1.3513112723923373,3.0683949074117973
50,0.9860815219121547,80.05866991090829,25.003756106120253,316.74825822590697,65.68517605016004,1.454645374315455,3.1194271794607036
51,0.9855936880610489,3.1586144825642037,43.405306156092244,305.19712836514725,131.19445029516055,1.5635907791763746,3.612907371238257
52,0.9851836349317044,71.40869321324278,40.04320207674479,333.9450192542806,172.22376706197684,0.6201722695770127,3.6844499681815828
53,0.9847078353550787,54.75923761537362,40.43244424906234,345.23182845183,146.53665427947874,1.28960399140417,3.1947685652659956
54,0.9842499044149076,8.162998203058958,21.508802099764097,324.71032340101465,73.93170201697825,1.8076753498883025,1.657641962074133
55,0.9839107444233831,97.58652558191314,28.422394794277672,318.2117915688699,168.45477607137187,1.4880616632513142,2.494587149359417
56,0.9834419947293739,55.53635509376312,37.980044456806596,322.84547413312987,199.45008740851128,1.9621897432201747,2.9509770590408104
57,0.9833065977285531,19.954245092914512,37.00570606078229,307.2198408979176,54.597875330870906,0.8865243327668205,2.387868870217949
58,0.9831282045835854,86.82725054083805,38.1792267441577,374.2706521199981,113.8240001672113,1.0189024888204443,2.113116288953808
59,0.9830101136680212,98.76495637360578,21.002729785312063,386.70314961224483,136.80131128585901,1.1579231287843856,3.1757729812454096
60,0.9827799815357159,48.666894142470284,41.83558095204151,390.07018640112585,113.25813903101832,0.9152416958525773,2.777050985780087
61,0.9825245106198401,91.2363345616691,25.266554725141663,362.2966583563483,144.73403301387808,1.5996695336229214,1.3947030553817794
62,0.9823159710071305,71.58249646820886,42.72581301664103,317.9683108870242,85.63149873858166,1.9570926410624594,1.5429308581284693
63,0.9818844760034697,85.4385093369579,32.30694641120087,324.7231074403177,180.6124851908767,1.1679578825039982,2.5444520617890705
64,0.9816417746727923,35.92333693997657,34.823771285873185,316.3523872585023,108.66223049776411,1.9541184835029313,1.7744002981033826
65,0.9814294008689174,65.67366645412922,28.129751605617372,377.3473125686601,69.63104910775247,1.954731567617817,2.3613686241509177
66,0.981112322435654,23.605046334646396,21.837418683250316,316.9757905087541,127.96609228340265,1.0055047646469295,3.4866500976478285
67,0.9809559527456642,43.08875236618059,26.217856814690748,361.714498660403,156.01658253281687,0.7505628618514248,1.502857648864953
68,0.9805350739533626,3.667142693354297,38.41005037664101,366.38045276218054,121.19463136247208,1.7662556734537957,3.4170104588501595
69,0.9804052536958907,58.535436439675216,41.70678201283147,320.58412100367684,66.78794290965918,0.9046244172754845,1.1712605682679444
70,0.9799104989212505,53.1169528001032,43.41514230737404,303.934354066851,68.31648710150402,1.1782985424251529,3.8016250525837147
71,0.9795016010135318,31.61561049767505,32.680870217209815,304.1572859050392,72.25148014431333,1.9799451844382703,3.8953560893081365
72,0.9793221147409181,0.49399809344096157,43.79529463558097,363.91199378155005,180.18774417800333,1.1821097834507888,2.5467880857377505
73,0.9792199058940687,48.88465802569202,36.67160643865261,313.9651254756313,54.496038480901696,0.9618949123867864,3.11404228820994
74,0.9787937213226868,20.185345212294838,36.835810833122935,396.99120461072704,64.08510736841276,1.5089031773376895,2.3312506579137136
75,0.9784109783851478,86.81422543775054,24.428744736184647,369.2625952226165,175.71729344721655,1.9169213292110348,3.049744084868937
76,0.9780193755179314,49.71747640084273,35.44618100503035,386.89049844787183,135.59146199582443,0.5455805895452552,3.7928460865209335
77,0.9776108673792571,68.95267510315611,36.912834644431165,321.5675152397717,148.8328205348986,1.0907966084812377,2.9536989311244763
78,0.9774812495185634,10.659303030799073,36.446132615075896,399.94137257706666,57.231805829083406,1.965761276331976,2.220723882168612
79,0.9772378632271457,87.07534503372591,39.559637101456836,356.7016260986668,160.76738138769898,1.817773341952022,2.212420964953099
80,0.9770915156033356,32.70331615632387,36.68983463908962,380.7845941941259,164.34277021649237,1.6967204732879517,2.306749944438799
81,0.9766462742329853,81.78342161750216,23.00522638426521,354.44890979608493,50.86379907471824,0.9868787448504055,2.0993846046141935
82,0.9762969549822543,39.61726916092554,37.38668016724655,338.8558101270346,117.3040433933796,0.8563161963114911,2.1197553748880202
83,0.9760645957723133,22.726962726315147,21.829898094211092,360.3448593381378,150.23191978325244,1.4292355190144217,2.390482131401717
84,0.9759391724321989,37.978578017922985,41.583341239295635,351.9081785136218,121.87728164445964,0.5384630987096535,2.0237434828784693
85,0.9757147795035126,38.019561878585705,29.97056952242251,358.0172369227332,130.04038200903176,1.411857639190167,3.294649784626385
86,0.9754847061747018,81.29857387160935,37.95307690566236,395.5523695954935,52.734887401454245,0.7936669785253192,1.0226886249344265
87,0.9750928637033666,64.7474714154603,42.450763723749674,324.34822965762993,189.055181719446,0.5904010854343413,3.803308080416543
88,0.9747378407148245,35.16226872396344,22.53552071123041,348.58717591863257,88.5164851580762,0.9273093529428842,1.9218698947788597
89,0.974282955617794,80.30258978326634,33.47903191688136,331.13076991560035,141.55006749663775,1.5742260113347903,1.8178720022006014
90,0.9739940696477292,41.354910152535155,23.04715233342369,318.11493495346804,152.16767809474743,0.7721575215434404,2.5754901510011807
91,0.9738462319493538,70.90462617224327,22.671923077368596,356.73122196289034,88.48441755520457,1.9443903128563698,2.4506369401597743
92,0.9734609340344647,80.59925497751581,33.755663553906544,304.3412532854819,144.97270633910335,1.9271050133099856,2.8048354604389933
93,0.9730566200150179,81.91888594267903,42.1051615837102,322.8079771948932,81.806725986234,1.4164714832764875,2.2330854094201142
94,0.9727321091359901,83.98613028667204,42.50057808495028,335.3421379302718,85.5305838461723,1.6707882728657928,1.8244181066444083
95,0.9723237222640082,82.26143185136785,30.59345634121907,366.75498992914703,64.33029707520022,1.4357889870148595,2.355303036211687
96,0.9720262040254625,58.66084631754741,24.200355193621586,373.68737449441824,179.41956163148427,0.8251097001361635,1.2871436665604852
97,0.9717171108937097,2.3638586046336396,36.04928751108165,360.70940360887806,132.0046119071105,0.8479206441739631,2.172717987716544
98,0.9714460944863663,59.4476335186173,32.41917147147923,398.77855202148874,70.46596288350997,1.5427168310713908,2.2129563043128764
99,0.9713359268356687,42.819961492561475,37.939944141454404,369.24361513243696,198.68839905532823,0.6925914341811878,1.3123289481524991
100,0.9711927702648714,72.43388171287411,34.45967292516023,327.41606665598056,61.91290534834799,0.6284873743946457,3.682572623992355
101,0.9710801985905967,19.18673247187429,28.084289052888018,322.6656402226988,103.2494458747906,0.60413576411914,2.557179372724811
102,0.9707256344260912,6.76125635922149,40.00891269555904,323.3712081910433,131.0017871906766,1.8201186313421873,2.9526321071415826
103,0.9704998920336606,53.29577865513353,28.10834382788439,333.3001913058198,150.42304327972852,1.9912090418317514,2.985517569548136
104,0.9701964637571947,55.77834173700249,38.26626275598115,346.52056122837183,59.021351390117786,1.3434452238168646,3.8728758535161405
105,0.9697334371676243,17.530294235765965,37.25012227051664,320.09336886590563,130.3741526709622,0.6450146744700794,2.3511128087745554
106,0.9695337202759647,75.61633288952461,28.68928810597455,366.4911724487218,169.31749411845936,1.890766729219179,1.7039262455663606
107,0.9692695671067505,39.931591580930814,23.810400333260436,399.2483502158375,189.0501451886443,1.3099356954208394,3.526099883129264
108,0.9688673466513332,52.09579772720422,35.589642200068994,308.91244321160167,163.29056307452117,0.6915702254528522,3.478202890757585
109,0.9686758273851366,78.20280876703859,37.71861744357441,303.6160380524762,95.4692533917993,0.8946688548662642,2.0804092224145574
110,0.9685450354212051,8.764274676383854,43.42394557577657,355.38022407123765,95.82864659870353,1.0954722756114252,2.341607621514507
111,0.9683291348400396,60.05943333606173,32.89198569241245,391.9391973214417,124.54452243587454,1.988237022234969,3.554274873235287
112,0.968164646325138,20.85105143573358,43.264880366097906,311.6366397885476,172.61745627367873,1.0709349402148702,3.6339229613352084
113,0.967692767264201,86.80566901074504,40.14813500294053,379.00304363070614,95.70187086470611,0.6213789245768783,2.2089405362954846
114,0.9672695191123751,17.35245149865087,37.37377722256154,334.6099726537785,196.34153012898724,1.461458116017998,3.4674416909030827
115,0.966916157609771,13.252467274184843,41.550362056815565,392.2757190513394,123.05928782284039,1.4093794066264662,3.294429402708986
116,0.9664675733736959,17.483862726041256,32.56415191158606,339.86630277723134,71.95609882433737,1.051301633437297,1.2045169281564807
117,0.9660461045429363,2.5811906949486985,23.379157228870568,396.31151115891737,132.42943038425256,1.94873324172983,2.297493634990396
118,0.9658714765193819,31.181613308525957,32.6535465710061,343.951168863291,65.84970263926158,1.4612394720353095,1.6481145475287988
119,0.9654144529199858,61.95879548978296,36.25502730995383,315.20248531286484,59.20244406660022,1.6711423791026596,2.3794012713079606
120,0.9650987160232196,5.816379550547579,44.87165792924418,305.7780560996367,154.25528432878298,1.9755183878951204,1.7175403126477768
121,0.964675739961154,14.224936868719617,23.034623485560722,330.32751475675957,65.156871651597,1.5382420125411977,1.1868753943901882
122,0.9642173034411846,50.94221281497897,44.91742134632442,381.3970269506019,142.28291573465162,0.9593804311799174,2.871687508874915
123,0.9639901020511958,52.70414639116516,30.65208459725929,313.07103767402,182.99063228607,1.1746769732319837,1.583867535462295
124,0.9638460812813847,36.77593508772896,30.353243813223173,382.7537895566874,160.04215708421032,1.6539573404620098,1.0330937932859416
125,0.9636549072163679,41.615399817976154,32.03360379088309,301.9192276823057,88.97198131175513,1.6404347346832024,1.4113291171869973
126,0.9633840641009175,53.531013145259166,25.38004680043094,301.2120774643893,86.18021863993121,1.9638106323650808,3.4046113356489687
127,0.9629568581945485,95.95766443210334,32.19635109815906,310.97361986775036,132.19392334605396,1.1815660018399412,3.5330712482188478
128,0.9625125659612459,9.808258078424458,32.20602842554445,315.00486646939845,98.701389033509,1.6060356160816995,2.4280543881062995
129,0.9624097851090334,37.58882851457693,29.861906964250885,345.9446768405987,167.75248157555853,1.8381270334103517,3.866004059511785
130,0.9621054861880024,78.6903386255295,27.88517239370032,368.8134706086542,115.6404686083088,0.8820059330690768,3.5226147382777677
131,0.9618385217867429,3.8426348962324997,42.54404980338559,346.14774646247344,145.58022152124207,1.489030883308674,3.685353222119609
132,0.9616496786625546,63.66696821672073,35.34833961900154,306.665204056069,127.76120329178062,0.7252535012255625,3.2123013061644565
133,0.9615017325156211,51.22219208126745,37.00569448020883,304.16729006023843,62.71880240687048,1.5744850820940233,1.21625300799602
134,0.9612666864470596,7.12567277652586,20.302711880872188,395.650139829948,160.62625391885103,1.0298771127530961,1.8896067438629656
135,0.9607895225654945,34.97032297458495,39.36633827952954,366.1370611070414,77.7793351801202,0.7611640030011265,1.295186949140192
136,0.9605602413926863,66.03027197013381,39.1093165555434,326.5046428325004,53.141744154636925,0.6232575012146411,3.9035801045350915
137,0.960252725143989,29.544477747742025,39.23057869595334,362.46635688542636,107.29094594793438,0.8085308932933326,1.3641592544782193
138,0.9598715175604309,61.50129680388666,39.3658445159447,364.39042535411306,129.54531998737374,0.5629268351474543,3.9054663327831514
139,0.9596260657194792,79.87141916545745,27.32055091752412,397.99703293588504,140.28223844544831,1.3736339873108698,3.244219538288596
140,0.9591373528863908,81.17697880901376,36.41196518328756,312.80957463662,100.74012589917476,1.8921254604890745,1.6738468355315557
141,0.958652373968414,37.21670238375133,30.8019220736049,343.94049896944523,141.94093737417882,1.9146137566170613,1.7220781354975148
142,0.9584516610500838,12.150137630091805,24.936762246498432,388.6924900209269,146.87162189828092,0.9288601838587403,3.4478408169058516
143,0.9581527616477269,86.1369996363436,41.16285846725695,391.89265336395545,87.83615302600424,1.6325628931194174,2.38161849182242
144,0.9579324103238002,84.19985528900615,38.212266929040325,377.6447446499725,148.42427565216073,0.7661431542045603,2.635080756690815
145,0.9577184741260492,98.46697395245081,43.43470166242797,304.31737357970115,74.72222235941557,0.6975931601818428,3.1779397299558862
146,0.9576037193471073,81.77853298569451,25.337784157766798,350.5852692951829,176.10545420168,1.5992023171493759,2.6267116164755446
147,0.9572598936135154,59.03476904587729,32.709013672907,329.75484513188206,134.75329892885242,1.533327953075136,3.619968747582423
148,0.9569588220042239,63.629135397924806,39.02803842607895,316.0071634954573,119.23362116296849,0.51399742974064,1.7400365935648692
149,0.9568382305037239,72.64617151130048,44.79524878373408,309.9178099587216,110.22414737919324,1.7001064530487393,1.6121069038866964
150,0.9566267719180293,55.50849493022862,38.32678240074187,361.5985450260179,78.20371019231243,1.0330768530286092,3.3513753534561914
151,0.9561634655636426,55.42265141320166,20.130740338572817,376.0990760028094,55.29670324103586,1.6186006740968482,1.6074416804957123
152,0.9559676408073758,95.80734801193802,29.198518782552114,332.6931616338079,72.3332075498667,0.9584063232353224,3.6299522854846016
153,0.9558096828585394,99.63343376272474,29.207738262671207,344.86106309545426,158.31064073041057,1.8292936706976117,2.7791330025603527
154,0.9555139017544284,39.15256981778293,30.315546021215596,369.5618146496807,50.4827395406418,1.429384006189761,2.0664790313240724
155,0.9550196415727842,79.41973312770843,22.324765995578304,358.82022669483905,122.14593348291857,1.463488288857841,1.194560783448905
156,0.9548228194641796,57.99837874281313,34.03711469898809,356.0660094416171,140.5231499894682,1.5147019058395434,3.414966999042309
157,0.9544539652452172,26.982072012821433,40.62623525450155,349.82556822634535,61.558741870149674,0.5878263938659688,2.0027149560881825
158,0.9540493173990857,78.48969771114676,37.6920233685229,378.8614964672406,127.59035846624141,1.160298496933236,1.442357580118852
159,0.9538542623814887,32.81927536093116,30.85048415434688,308.8600429679617,83.09179290668169,1.3973379410956082,3.2069893427175695
160,0.953462975842044,99.83475113929497,43.327833283588944,364.25651995351916,113.18720799411079,1.4542660470623492,3.356954854240696
161,0.9532158625889563,11.833619092338733,30.247622242407207,383.9802285635617,107.5749427899566,1.3578084068407799,2.7633080825865948
162,0.9528629402567189,18.447625313363936,29.05588604130721,333.4511288741932,53.92950627980972,0.5362876458370329,3.4950911310273205
163,0.9525095283724145,27.30708099728124,32.95196915597039,329.8725573588773,191.10188676730107,0.8889451382986606,2.288970438216805
164,0.9521952184987846,87.27302504846018,41.04833916979521,318.61014178462773,170.39649646935658,1.187280330106839,2.4489066162560658
165,0.9520591025907629,13.347997241594378,22.015037843928116,372.79393069737654,124.46917285329496,1.1552760539227693,3.1885246859571903
166,0.9516249815925272,76.55128989911097,23.97270419173384,361.02251494776414,70.30311234165282,1.6270626290435686,2.9708654688014184
167,0.9513966695665385,95.6614621083458,21.72395040891053,305.7054721151254,92.32806120398001,0.892558525603859,1.7409363972159995
168,0.9512220621623785,90.62545805210367,26.238654996237653,327.1949726128631,163.90973936269455,1.17460976367581,3.3301316708655437
169,0.9511057521057565,6.536615756438524,32.189279841834605,303.36136001832824,59.39798051830318,1.8596561800166165,1.4177361133527855
170,0.9507693949284812,53.24206822752171,30.277390065017663,334.7343326258843,184.97500185309087,0.5327350951632343,2.991369058526767
171,0.9503983691837443,96.33944342135504,34.00420458654605,393.6822462033092,57.838681892903566,1.1281899786112422,1.7804733728861535
172,0.9502917340521732,73.08209649807299,44.53242726243117,325.6530062444248,148.1261902211112,0.7971464491396102,2.6959907637148297
173,0.9499868968288534,46.39324866883362,44.300133240788426,360.85272726964666,102.42595581302282,0.6711436773319001,1.4537404862048038
174,0.9497962985187742,22.53169299512351,26.27416653350745,385.0616057841138,134.18341824237874,1.2850863670615498,1.3443066156076524
175,0.9494382294026105,86.0139693349435,38.07035758021209,306.76683619000016,156.1752645844653,1.3153073260139692,1.2451760372403347
176,0.9492684828310085,45.830064152865646,32.11740717825117,316.5774540163276,191.85472205004234,1.774963057220993,3.007067011987325
177,0.9488921077357675,46.22955610006072,30.29413853961271,365.0973467150954,131.81478041103583,0.5934096588228284,2.537507946310995
178,0.9486374135972473,80.64036172328395,31.48099693992395,305.19565775542685,167.94172990760495,0.8020456732039616,1.7758625046641163
179,0.9481627216017526,16.47063534322959,28.25537662178744,375.6751505688635,127.9078789255906,0.8073219112260688,3.6334902344561226
180,0.9480077132240943,87.95818549515292,41.76446062615017,323.87962113815394,117.68590162714821,1.9774844842113126,3.316037428929971
181,0.9477712866836742,2.716742122555982,21.6301147815123,346.39313768123327,186.383030879234,1.3080526969290713,2.4934375241028706
182,0.9476258972751779,10.547369995663058,36.41950261810735,382.21031606002254,107.06300112613435,1.6634177763879912,3.893429961702435
183,0.9471560198278665,20.376645912768907,33.08324077986853,328.7137958084576,168.9281628550759,1.3663900488217362,2.9037472526509114
184,0.9467050840865141,79.79141596158941,29.89926181656137,391.50900684070433,129.954330086921,0.736932234253022,3.0876973545064073
185,0.9465019074354281,79.32613504382545,27.919041926688166,385.7179256998753,185.92148821486495,0.9153567310667134,3.950564418145666
186,0.9461379138170144,14.071152804875842,25.05039171006225,318.4224839238026,184.09845650118055,1.481438828487443,1.4563128496668187
187,0.9457110249369339,44.032341836834895,35.382450626745054,308.34640849893833,182.36245526110082,1.7054053031623027,2.515620320729915
188,0.9453889446122942,96.71266152591704,30.44402448187749,398.4110319036498,150.18799982054406,1.4520069098809123,1.497864685887355
189,0.9450770843809517,88.1927758304644,30.68724219801538,316.2233405782479,51.891127996363856,1.339633525457574,2.582198866368029
190,0.9448803434645916,71.93536223691585,42.256451325445056,307.94065846430294,159.72447355105436,0.7811179161463733,3.574531159471492
191,0.9447431023574693,81.90635138616561,33.51984387463861,371.0242798623311,97.15251697756226,1.206751848399222,3.464910693131415
192,0.9442842160542879,45.92651971732139,28.944956633136044,349.42124472502996,174.23738786558278,1.002812071056309,1.5212847794072313
193,0.9438240488314226,71.20140203307808,40.64945531770205,310.06374785235334,85.9811169133917,0.7129579846414908,2.0438242347465
194,0.9434708082485133,45.035097890541266,38.72065842408266,365.1147584881674,143.13928512176466,1.0285624199144816,3.52434265925428
195,0.9432351963320937,47.128716739816454,44.477623450378864,363.41421382957367,68.93971123467541,1.514266343113151,1.9753120462950968
196,0.9429955125022487,68.63271966860974,21.74102870406014,317.48814371759596,178.36058883586796,0.8407693355352723,3.51112337572882
197,0.9426051302307006,27.927608845441043,36.07204775146769,369.4150573509831,126.89821297175794,0.9579660150450969,1.6379331291132884
198,0.9421462861267196,3.318935456242622,27.598660031018095,365.3162790531283,190.7457227672724,1.806806723394578,3.2981943296059075
199,0.9416914515570135,78.84473432532987,36.62462258689988,326.0286857566003,186.07925460587447,1.506098467858751,2.6813218929413196
200,0.9412795013386704,11.098946921348107,31.176388595160635,346.0358271201926,179.6845414284005,1.3199723302816828,2.141201646911229
201,0.9409226886802087,97.68003285106593,22.768014833157892,342.2548428311945,56.30370127571079,1.6098561811503955,3.754229656597452
202,0.9407890326942107,28.003732955048942,41.45854191997802,329.2218230461898,186.61552424658728,1.630942855395176,3.414720330524316
203,0.9406243812085728,1.80065556004545,44.07025892685065,372.6670992070323,95.71266430792,1.7440919972882705,1.8445635952447899
204,0.940164959533162,87.2753839566128,22.814509760298424,370.36859774607956,131.10477149673653,0.6448017052931612,1.725681484776517
205,0.9398223879092982,1.240403627731479,31.719199136612644,330.12652607600006,139.75362264466384,0.9458567115629257,1.8997573345209542
206,0.9397187090886515,74.31931987316034,21.203570899458835,390.2894995191987,177.83958115867722,1.5017070248396098,2.779664710322153
207,0.9395781204715051,89.23024981396523,24.63325448821786,307.89691621908287,85.92652548643072,1.6918674180502853,1.10401080017945
208,0.9392127197638619,58.280683508348964,44.88593790478275,385.5696093837539,128.21685335653842,0.5954613639299635,3.4941205431571296
209,0.9391106951303234,59.89785081772106,22.873324926489172,309.3857284823356,186.44402291548886,1.5038003944071177,3.4878603979502665
210,0.9389463719097564,87.89789002822673,34.294308801208054,351.74463517550413,114.56411154814853,0.9754198816866789,2.3037878825761355
211,0.9386268783940097,77.38796557301563,35.04808577537829,389.2523289954846,116.50700215687816,1.410634368078131,2.893922659275966
212,0.9382501203149326,59.16971623063255,37.56584432713791,323.74334683748066,126.8545666318686,0.6563372042125215,2.1535339829344378
213,0.9378893358111315,48.76670686212644,36.30560648863681,395.05310525862035,140.0976599822534,1.6153908742648397,2.5187981784856084
214,0.9376996280873473,63.41040313763313,21.773305403344335,325.43915808418467,104.2779639807708,1.2087400325097704,1.1369462365071512
215,0.9373147563988082,14.002409755331769,26.920357694782645,397.1532690901051,99.70205106545762,1.2230615871681239,1.5882931382151788
216,0.9371198567638095,61.07800710757682,27.01708038789936,320.6992578438427,127.48589426689686,0.5082586987406312,1.022992097947676
217,0.9368896968845458,21.906880910185777,20.91803406252053,310.8025754130691,100.82909740081274,1.7038785193697192,2.7161459301079027
218,0.9364911003224986,51.26677259564164,27.33722058020304,393.1753719432816,109.55225618557876,0.6306391501936572,2.851199548353404
219,0.9361312471628798,11.38383934766014,28.630578570042303,350.74119387178087,181.13337870277638,1.2403198705101781,3.1067762980949927
220,0.9356915577986821,99.28168389990704,23.28722799744954,327.47315255195196,109.18641133964695,1.132742267808247,2.2330632257966374
221,0.935328512641762,90.76110025565549,37.850816111671406,360.7905214090704,96.40590767941731,1.735685576331942,3.8651815344549667
222,0.9350011892004277,82.11982825502265,20.039127629786822,363.6401370183407,57.67030721631511,0.8864108305005828,1.178574101043315
223,0.9348637192932965,60.37954529493877,37.16474783731517,311.44876380659053,107.57583245674692,1.184354763433313,2.1071590652827497
224,0.9346166329720728,12.102500048519305,30.473694754686885,375.1178047808418,60.65114967998832,0.6202700211228551,2.0643138755079526
225,0.9344105520250001,94.1725711618925,36.714316168072855,367.86699566725645,104.28799862567975,1.3904911868128076,1.0303935520832301
226,0.9342129561676484,63.60960464095422,42.83217368940592,361.25734683448195,181.05478901995176,1.5859595831991407,1.3616752492110709
227,0.9337237519457474,90.24533072858418,21.661096108894373,353.39674725477636,71.32056856901865,0.5175599160963561,2.266102780382917
228,0.9334665128558807,29.504070765415623,32.15001234494007,357.7199886734551,56.5608608463421,0.6845049426856185,2.675927189351276
229,0.9330096942338099,34.316735317265824,38.229337188736196,365.229164859194,176.84065444848602,1.538739240003838,2.289793232170444
